,Day-ahead price [EUR/MWh],datetime
2021-10-16 06:00:00+02:00,219.0,2021-10-16 06:00:00+02:00
2021-10-16 07:00:00+02:00,195.5,2021-10-16 07:00:00+02:00
2021-10-16 08:00:00+02:00,227.28,2021-10-16 08:00:00+02:00
2021-10-16 09:00:00+02:00,239.67,2021-10-16 09:00:00+02:00
2021-10-16 10:00:00+02:00,200.0,2021-10-16 10:00:00+02:00
2021-10-16 11:00:00+02:00,200.0,2021-10-16 11:00:00+02:00
2021-10-16 12:00:00+02:00,165.83,2021-10-16 12:00:00+02:00
2021-10-16 13:00:00+02:00,114.9,2021-10-16 13:00:00+02:00
2021-10-16 14:00:00+02:00,134.8,2021-10-16 14:00:00+02:00
2021-10-16 15:00:00+02:00,149.47,2021-10-16 15:00:00+02:00
2021-10-16 16:00:00+02:00,141.4,2021-10-16 16:00:00+02:00
2021-10-16 17:00:00+02:00,202.52,2021-10-16 17:00:00+02:00
2021-10-16 18:00:00+02:00,235.09,2021-10-16 18:00:00+02:00
2021-10-16 19:00:00+02:00,253.06,2021-10-16 19:00:00+02:00
2021-10-16 20:00:00+02:00,231.94,2021-10-16 20:00:00+02:00
2021-10-16 21:00:00+02:00,200.34,2021-10-16 21:00:00+02:00
2021-10-16 22:00:00+02:00,216.54,2021-10-16 22:00:00+02:00
2021-10-16 23:00:00+02:00,211.08,2021-10-16 23:00:00+02:00
2021-10-17 00:00:00+02:00,180.1,2021-10-17 00:00:00+02:00
2021-10-17 01:00:00+02:00,198.69,2021-10-17 01:00:00+02:00
2021-10-17 02:00:00+02:00,187.2,2021-10-17 02:00:00+02:00
2021-10-17 03:00:00+02:00,176.49,2021-10-17 03:00:00+02:00
2021-10-17 04:00:00+02:00,119.2,2021-10-17 04:00:00+02:00
2021-10-17 05:00:00+02:00,116.54,2021-10-17 05:00:00+02:00
2021-10-17 06:00:00+02:00,171.7,2021-10-17 06:00:00+02:00
2021-10-17 07:00:00+02:00,139.88,2021-10-17 07:00:00+02:00
2021-10-17 08:00:00+02:00,170.87,2021-10-17 08:00:00+02:00
2021-10-17 09:00:00+02:00,180.17,2021-10-17 09:00:00+02:00
2021-10-17 10:00:00+02:00,170.81,2021-10-17 10:00:00+02:00
2021-10-17 11:00:00+02:00,147.28,2021-10-17 11:00:00+02:00
2021-10-17 12:00:00+02:00,139.11,2021-10-17 12:00:00+02:00
2021-10-17 13:00:00+02:00,119.37,2021-10-17 13:00:00+02:00
2021-10-17 14:00:00+02:00,108.85,2021-10-17 14:00:00+02:00
2021-10-17 15:00:00+02:00,120.0,2021-10-17 15:00:00+02:00
2021-10-17 16:00:00+02:00,133.86,2021-10-17 16:00:00+02:00
2021-10-17 17:00:00+02:00,182.5,2021-10-17 17:00:00+02:00
2021-10-17 18:00:00+02:00,216.0,2021-10-17 18:00:00+02:00
2021-10-17 19:00:00+02:00,238.29,2021-10-17 19:00:00+02:00
2021-10-17 20:00:00+02:00,231.17,2021-10-17 20:00:00+02:00
2021-10-17 21:00:00+02:00,217.0,2021-10-17 21:00:00+02:00
2021-10-17 22:00:00+02:00,181.0,2021-10-17 22:00:00+02:00
2021-10-17 23:00:00+02:00,188.0,2021-10-17 23:00:00+02:00
2021-10-18 00:00:00+02:00,127.53,2021-10-18 00:00:00+02:00
2021-10-18 01:00:00+02:00,149.5,2021-10-18 01:00:00+02:00
2021-10-18 02:00:00+02:00,115.12,2021-10-18 02:00:00+02:00
2021-10-18 03:00:00+02:00,110.6,2021-10-18 03:00:00+02:00
2021-10-18 04:00:00+02:00,118.0,2021-10-18 04:00:00+02:00
2021-10-18 05:00:00+02:00,156.82,2021-10-18 05:00:00+02:00
2021-10-18 06:00:00+02:00,216.6,2021-10-18 06:00:00+02:00
2021-10-18 07:00:00+02:00,258.13,2021-10-18 07:00:00+02:00
2021-10-18 08:00:00+02:00,268.32,2021-10-18 08:00:00+02:00
2021-10-18 09:00:00+02:00,250.5,2021-10-18 09:00:00+02:00
2021-10-18 10:00:00+02:00,216.0,2021-10-18 10:00:00+02:00
2021-10-18 11:00:00+02:00,196.67,2021-10-18 11:00:00+02:00
2021-10-18 12:00:00+02:00,180.0,2021-10-18 12:00:00+02:00
2021-10-18 13:00:00+02:00,166.79,2021-10-18 13:00:00+02:00
2021-10-18 14:00:00+02:00,173.74,2021-10-18 14:00:00+02:00
2021-10-18 15:00:00+02:00,190.98,2021-10-18 15:00:00+02:00
2021-10-18 16:00:00+02:00,205.35,2021-10-18 16:00:00+02:00
2021-10-18 17:00:00+02:00,229.97,2021-10-18 17:00:00+02:00
2021-10-18 18:00:00+02:00,252.97,2021-10-18 18:00:00+02:00
2021-10-18 19:00:00+02:00,262.12,2021-10-18 19:00:00+02:00
2021-10-18 20:00:00+02:00,214.0,2021-10-18 20:00:00+02:00
2021-10-18 21:00:00+02:00,206.0,2021-10-18 21:00:00+02:00
2021-10-18 22:00:00+02:00,181.42,2021-10-18 22:00:00+02:00
2021-10-18 23:00:00+02:00,152.12,2021-10-18 23:00:00+02:00
2021-10-19 00:00:00+02:00,113.47,2021-10-19 00:00:00+02:00
2021-10-19 01:00:00+02:00,106.28,2021-10-19 01:00:00+02:00
2021-10-19 02:00:00+02:00,102.05,2021-10-19 02:00:00+02:00
2021-10-19 03:00:00+02:00,92.12,2021-10-19 03:00:00+02:00
2021-10-19 04:00:00+02:00,97.17,2021-10-19 04:00:00+02:00
2021-10-19 05:00:00+02:00,114.97,2021-10-19 05:00:00+02:00
2021-10-19 06:00:00+02:00,165.1,2021-10-19 06:00:00+02:00
2021-10-19 07:00:00+02:00,215.9,2021-10-19 07:00:00+02:00
2021-10-19 08:00:00+02:00,235.92,2021-10-19 08:00:00+02:00
2021-10-19 09:00:00+02:00,232.0,2021-10-19 09:00:00+02:00
2021-10-19 10:00:00+02:00,214.77,2021-10-19 10:00:00+02:00
2021-10-19 11:00:00+02:00,199.63,2021-10-19 11:00:00+02:00
2021-10-19 12:00:00+02:00,199.64,2021-10-19 12:00:00+02:00
2021-10-19 13:00:00+02:00,188.88,2021-10-19 13:00:00+02:00
2021-10-19 14:00:00+02:00,182.0,2021-10-19 14:00:00+02:00
2021-10-19 15:00:00+02:00,171.6,2021-10-19 15:00:00+02:00
2021-10-19 16:00:00+02:00,172.09,2021-10-19 16:00:00+02:00
2021-10-19 17:00:00+02:00,183.27,2021-10-19 17:00:00+02:00
2021-10-19 18:00:00+02:00,205.72,2021-10-19 18:00:00+02:00
2021-10-19 19:00:00+02:00,239.54,2021-10-19 19:00:00+02:00
2021-10-19 20:00:00+02:00,168.29,2021-10-19 20:00:00+02:00
2021-10-19 21:00:00+02:00,98.12,2021-10-19 21:00:00+02:00
2021-10-19 22:00:00+02:00,93.21,2021-10-19 22:00:00+02:00
2021-10-19 23:00:00+02:00,80.5,2021-10-19 23:00:00+02:00
2021-10-20 00:00:00+02:00,71.92,2021-10-20 00:00:00+02:00
2021-10-20 01:00:00+02:00,5.65,2021-10-20 01:00:00+02:00
2021-10-20 02:00:00+02:00,4.11,2021-10-20 02:00:00+02:00
2021-10-20 03:00:00+02:00,0.0,2021-10-20 03:00:00+02:00
2021-10-20 04:00:00+02:00,0.15,2021-10-20 04:00:00+02:00
2021-10-20 05:00:00+02:00,14.07,2021-10-20 05:00:00+02:00
2021-10-20 06:00:00+02:00,62.95,2021-10-20 06:00:00+02:00
2021-10-20 07:00:00+02:00,132.17,2021-10-20 07:00:00+02:00
2021-10-20 08:00:00+02:00,161.0,2021-10-20 08:00:00+02:00
2021-10-20 09:00:00+02:00,161.75,2021-10-20 09:00:00+02:00
2021-10-20 10:00:00+02:00,109.9,2021-10-20 10:00:00+02:00
2021-10-20 11:00:00+02:00,94.42,2021-10-20 11:00:00+02:00
2021-10-20 12:00:00+02:00,94.05,2021-10-20 12:00:00+02:00
2021-10-20 13:00:00+02:00,99.0,2021-10-20 13:00:00+02:00
2021-10-20 14:00:00+02:00,100.5,2021-10-20 14:00:00+02:00
2021-10-20 15:00:00+02:00,93.83,2021-10-20 15:00:00+02:00
2021-10-20 16:00:00+02:00,94.16,2021-10-20 16:00:00+02:00
2021-10-20 17:00:00+02:00,137.31,2021-10-20 17:00:00+02:00
2021-10-20 18:00:00+02:00,160.74,2021-10-20 18:00:00+02:00
2021-10-20 19:00:00+02:00,202.39,2021-10-20 19:00:00+02:00
2021-10-20 20:00:00+02:00,132.94,2021-10-20 20:00:00+02:00
2021-10-20 21:00:00+02:00,111.0,2021-10-20 21:00:00+02:00
2021-10-20 22:00:00+02:00,105.0,2021-10-20 22:00:00+02:00
2021-10-20 23:00:00+02:00,83.6,2021-10-20 23:00:00+02:00
2021-10-21 00:00:00+02:00,125.0,2021-10-21 00:00:00+02:00
2021-10-21 01:00:00+02:00,105.41,2021-10-21 01:00:00+02:00
2021-10-21 02:00:00+02:00,34.8,2021-10-21 02:00:00+02:00
2021-10-21 03:00:00+02:00,18.8,2021-10-21 03:00:00+02:00
2021-10-21 04:00:00+02:00,29.14,2021-10-21 04:00:00+02:00
2021-10-21 05:00:00+02:00,47.74,2021-10-21 05:00:00+02:00
2021-10-21 06:00:00+02:00,77.1,2021-10-21 06:00:00+02:00
2021-10-21 07:00:00+02:00,153.03,2021-10-21 07:00:00+02:00
2021-10-21 08:00:00+02:00,229.9,2021-10-21 08:00:00+02:00
2021-10-21 09:00:00+02:00,225.0,2021-10-21 09:00:00+02:00
2021-10-21 10:00:00+02:00,166.9,2021-10-21 10:00:00+02:00
2021-10-21 11:00:00+02:00,180.1,2021-10-21 11:00:00+02:00
2021-10-21 12:00:00+02:00,120.0,2021-10-21 12:00:00+02:00
2021-10-21 13:00:00+02:00,110.0,2021-10-21 13:00:00+02:00
2021-10-21 14:00:00+02:00,150.0,2021-10-21 14:00:00+02:00
2021-10-21 15:00:00+02:00,160.0,2021-10-21 15:00:00+02:00
2021-10-21 16:00:00+02:00,157.5,2021-10-21 16:00:00+02:00
2021-10-21 17:00:00+02:00,203.5,2021-10-21 17:00:00+02:00
2021-10-21 18:00:00+02:00,227.5,2021-10-21 18:00:00+02:00
2021-10-21 19:00:00+02:00,272.47,2021-10-21 19:00:00+02:00
2021-10-21 20:00:00+02:00,250.0,2021-10-21 20:00:00+02:00
2021-10-21 21:00:00+02:00,210.0,2021-10-21 21:00:00+02:00
2021-10-21 22:00:00+02:00,217.0,2021-10-21 22:00:00+02:00
2021-10-21 23:00:00+02:00,175.9,2021-10-21 23:00:00+02:00
2021-10-22 00:00:00+02:00,119.95,2021-10-22 00:00:00+02:00
2021-10-22 01:00:00+02:00,110.0,2021-10-22 01:00:00+02:00
2021-10-22 02:00:00+02:00,83.69,2021-10-22 02:00:00+02:00
2021-10-22 03:00:00+02:00,80.0,2021-10-22 03:00:00+02:00
2021-10-22 04:00:00+02:00,82.1,2021-10-22 04:00:00+02:00
2021-10-22 05:00:00+02:00,73.05,2021-10-22 05:00:00+02:00
2021-10-22 06:00:00+02:00,111.16,2021-10-22 06:00:00+02:00
2021-10-22 07:00:00+02:00,195.0,2021-10-22 07:00:00+02:00
2021-10-22 08:00:00+02:00,199.9,2021-10-22 08:00:00+02:00
2021-10-22 09:00:00+02:00,205.91,2021-10-22 09:00:00+02:00
2021-10-22 10:00:00+02:00,150.0,2021-10-22 10:00:00+02:00
2021-10-22 11:00:00+02:00,114.0,2021-10-22 11:00:00+02:00
2021-10-22 12:00:00+02:00,89.88,2021-10-22 12:00:00+02:00
2021-10-22 13:00:00+02:00,119.9,2021-10-22 13:00:00+02:00
2021-10-22 14:00:00+02:00,125.0,2021-10-22 14:00:00+02:00
2021-10-22 15:00:00+02:00,120.1,2021-10-22 15:00:00+02:00
2021-10-22 16:00:00+02:00,160.1,2021-10-22 16:00:00+02:00
2021-10-22 17:00:00+02:00,208.52,2021-10-22 17:00:00+02:00
2021-10-22 18:00:00+02:00,211.58,2021-10-22 18:00:00+02:00
2021-10-22 19:00:00+02:00,266.82,2021-10-22 19:00:00+02:00
2021-10-22 20:00:00+02:00,207.05,2021-10-22 20:00:00+02:00
2021-10-22 21:00:00+02:00,189.9,2021-10-22 21:00:00+02:00
2021-10-22 22:00:00+02:00,200.0,2021-10-22 22:00:00+02:00
2021-10-22 23:00:00+02:00,200.1,2021-10-22 23:00:00+02:00
2021-10-23 00:00:00+02:00,242.93,2021-10-23 00:00:00+02:00
2021-10-23 01:00:00+02:00,218.0,2021-10-23 01:00:00+02:00
2021-10-23 02:00:00+02:00,200.0,2021-10-23 02:00:00+02:00
2021-10-23 03:00:00+02:00,204.9,2021-10-23 03:00:00+02:00
2021-10-23 04:00:00+02:00,186.6,2021-10-23 04:00:00+02:00
2021-10-23 05:00:00+02:00,200.0,2021-10-23 05:00:00+02:00
2021-10-23 06:00:00+02:00,199.9,2021-10-23 06:00:00+02:00
2021-10-23 07:00:00+02:00,176.3,2021-10-23 07:00:00+02:00
2021-10-23 08:00:00+02:00,263.0,2021-10-23 08:00:00+02:00
2021-10-23 09:00:00+02:00,276.0,2021-10-23 09:00:00+02:00
2021-10-23 10:00:00+02:00,196.0,2021-10-23 10:00:00+02:00
2021-10-23 11:00:00+02:00,167.0,2021-10-23 11:00:00+02:00
2021-10-23 12:00:00+02:00,200.0,2021-10-23 12:00:00+02:00
2021-10-23 13:00:00+02:00,140.0,2021-10-23 13:00:00+02:00
2021-10-23 14:00:00+02:00,143.59,2021-10-23 14:00:00+02:00
2021-10-23 15:00:00+02:00,160.07,2021-10-23 15:00:00+02:00
2021-10-23 16:00:00+02:00,180.35,2021-10-23 16:00:00+02:00
2021-10-23 17:00:00+02:00,210.99,2021-10-23 17:00:00+02:00
2021-10-23 18:00:00+02:00,238.22,2021-10-23 18:00:00+02:00
2021-10-23 19:00:00+02:00,256.47,2021-10-23 19:00:00+02:00
2021-10-23 20:00:00+02:00,225.81,2021-10-23 20:00:00+02:00
2021-10-23 21:00:00+02:00,210.0,2021-10-23 21:00:00+02:00
2021-10-23 22:00:00+02:00,172.6,2021-10-23 22:00:00+02:00
2021-10-23 23:00:00+02:00,150.65,2021-10-23 23:00:00+02:00
2021-10-24 00:00:00+02:00,152.75,2021-10-24 00:00:00+02:00
2021-10-24 01:00:00+02:00,115.0,2021-10-24 01:00:00+02:00
2021-10-24 02:00:00+02:00,94.04,2021-10-24 02:00:00+02:00
2021-10-24 03:00:00+02:00,114.59,2021-10-24 03:00:00+02:00
2021-10-24 04:00:00+02:00,93.28,2021-10-24 04:00:00+02:00
2021-10-24 05:00:00+02:00,103.62,2021-10-24 05:00:00+02:00
2021-10-24 06:00:00+02:00,76.78,2021-10-24 06:00:00+02:00
2021-10-24 07:00:00+02:00,85.95,2021-10-24 07:00:00+02:00
2021-10-24 08:00:00+02:00,123.4,2021-10-24 08:00:00+02:00
2021-10-24 09:00:00+02:00,150.0,2021-10-24 09:00:00+02:00
2021-10-24 10:00:00+02:00,99.42,2021-10-24 10:00:00+02:00
2021-10-24 11:00:00+02:00,87.72,2021-10-24 11:00:00+02:00
2021-10-24 12:00:00+02:00,83.93,2021-10-24 12:00:00+02:00
2021-10-24 13:00:00+02:00,88.07,2021-10-24 13:00:00+02:00
2021-10-24 14:00:00+02:00,65.49,2021-10-24 14:00:00+02:00
2021-10-24 15:00:00+02:00,77.05,2021-10-24 15:00:00+02:00
2021-10-24 16:00:00+02:00,124.9,2021-10-24 16:00:00+02:00
2021-10-24 17:00:00+02:00,166.36,2021-10-24 17:00:00+02:00
2021-10-24 18:00:00+02:00,208.0,2021-10-24 18:00:00+02:00
2021-10-24 19:00:00+02:00,326.0,2021-10-24 19:00:00+02:00
2021-10-24 20:00:00+02:00,181.7,2021-10-24 20:00:00+02:00
2021-10-24 21:00:00+02:00,169.2,2021-10-24 21:00:00+02:00
2021-10-24 22:00:00+02:00,170.9,2021-10-24 22:00:00+02:00
2021-10-24 23:00:00+02:00,134.9,2021-10-24 23:00:00+02:00
2021-10-25 00:00:00+02:00,90.91,2021-10-25 00:00:00+02:00
2021-10-25 01:00:00+02:00,87.76,2021-10-25 01:00:00+02:00
2021-10-25 02:00:00+02:00,90.68,2021-10-25 02:00:00+02:00
2021-10-25 03:00:00+02:00,85.12,2021-10-25 03:00:00+02:00
2021-10-25 04:00:00+02:00,88.98,2021-10-25 04:00:00+02:00
2021-10-25 05:00:00+02:00,116.34,2021-10-25 05:00:00+02:00
2021-10-25 06:00:00+02:00,203.6,2021-10-25 06:00:00+02:00
2021-10-25 07:00:00+02:00,215.0,2021-10-25 07:00:00+02:00
2021-10-25 08:00:00+02:00,241.92,2021-10-25 08:00:00+02:00
2021-10-25 09:00:00+02:00,211.1,2021-10-25 09:00:00+02:00
2021-10-25 10:00:00+02:00,170.2,2021-10-25 10:00:00+02:00
2021-10-25 11:00:00+02:00,182.85,2021-10-25 11:00:00+02:00
2021-10-25 12:00:00+02:00,155.6,2021-10-25 12:00:00+02:00
2021-10-25 13:00:00+02:00,169.59,2021-10-25 13:00:00+02:00
2021-10-25 14:00:00+02:00,174.02,2021-10-25 14:00:00+02:00
2021-10-25 15:00:00+02:00,200.91,2021-10-25 15:00:00+02:00
2021-10-25 16:00:00+02:00,216.97,2021-10-25 16:00:00+02:00
2021-10-25 17:00:00+02:00,235.0,2021-10-25 17:00:00+02:00
2021-10-25 18:00:00+02:00,255.1,2021-10-25 18:00:00+02:00
2021-10-25 19:00:00+02:00,262.0,2021-10-25 19:00:00+02:00
2021-10-25 20:00:00+02:00,195.0,2021-10-25 20:00:00+02:00
2021-10-25 21:00:00+02:00,182.66,2021-10-25 21:00:00+02:00
2021-10-25 22:00:00+02:00,195.0,2021-10-25 22:00:00+02:00
2021-10-25 23:00:00+02:00,176.48,2021-10-25 23:00:00+02:00
2021-10-26 00:00:00+02:00,160.3,2021-10-26 00:00:00+02:00
2021-10-26 01:00:00+02:00,164.52,2021-10-26 01:00:00+02:00
2021-10-26 02:00:00+02:00,153.04,2021-10-26 02:00:00+02:00
2021-10-26 03:00:00+02:00,149.23,2021-10-26 03:00:00+02:00
2021-10-26 04:00:00+02:00,154.3,2021-10-26 04:00:00+02:00
2021-10-26 05:00:00+02:00,180.7,2021-10-26 05:00:00+02:00
2021-10-26 06:00:00+02:00,214.5,2021-10-26 06:00:00+02:00
2021-10-26 07:00:00+02:00,235.71,2021-10-26 07:00:00+02:00
2021-10-26 08:00:00+02:00,250.1,2021-10-26 08:00:00+02:00
2021-10-26 09:00:00+02:00,237.83,2021-10-26 09:00:00+02:00
2021-10-26 10:00:00+02:00,224.01,2021-10-26 10:00:00+02:00
2021-10-26 11:00:00+02:00,201.3,2021-10-26 11:00:00+02:00
2021-10-26 12:00:00+02:00,181.23,2021-10-26 12:00:00+02:00
2021-10-26 13:00:00+02:00,175.2,2021-10-26 13:00:00+02:00
2021-10-26 14:00:00+02:00,153.73,2021-10-26 14:00:00+02:00
2021-10-26 15:00:00+02:00,175.1,2021-10-26 15:00:00+02:00
2021-10-26 16:00:00+02:00,190.2,2021-10-26 16:00:00+02:00
2021-10-26 17:00:00+02:00,223.47,2021-10-26 17:00:00+02:00
2021-10-26 18:00:00+02:00,243.0,2021-10-26 18:00:00+02:00
2021-10-26 19:00:00+02:00,202.75,2021-10-26 19:00:00+02:00
2021-10-26 20:00:00+02:00,166.45,2021-10-26 20:00:00+02:00
2021-10-26 21:00:00+02:00,188.0,2021-10-26 21:00:00+02:00
2021-10-26 22:00:00+02:00,199.9,2021-10-26 22:00:00+02:00
2021-10-26 23:00:00+02:00,109.9,2021-10-26 23:00:00+02:00
2021-10-27 00:00:00+02:00,119.9,2021-10-27 00:00:00+02:00
2021-10-27 01:00:00+02:00,77.84,2021-10-27 01:00:00+02:00
2021-10-27 02:00:00+02:00,71.93,2021-10-27 02:00:00+02:00
2021-10-27 03:00:00+02:00,72.13,2021-10-27 03:00:00+02:00
2021-10-27 04:00:00+02:00,80.42,2021-10-27 04:00:00+02:00
2021-10-27 05:00:00+02:00,94.0,2021-10-27 05:00:00+02:00
2021-10-27 06:00:00+02:00,124.78,2021-10-27 06:00:00+02:00
2021-10-27 07:00:00+02:00,197.55,2021-10-27 07:00:00+02:00
2021-10-27 08:00:00+02:00,242.91,2021-10-27 08:00:00+02:00
2021-10-27 09:00:00+02:00,229.07,2021-10-27 09:00:00+02:00
2021-10-27 10:00:00+02:00,213.2,2021-10-27 10:00:00+02:00
2021-10-27 11:00:00+02:00,170.9,2021-10-27 11:00:00+02:00
2021-10-27 12:00:00+02:00,134.9,2021-10-27 12:00:00+02:00
2021-10-27 13:00:00+02:00,100.0,2021-10-27 13:00:00+02:00
2021-10-27 14:00:00+02:00,100.03,2021-10-27 14:00:00+02:00
2021-10-27 15:00:00+02:00,130.0,2021-10-27 15:00:00+02:00
2021-10-27 16:00:00+02:00,152.0,2021-10-27 16:00:00+02:00
2021-10-27 17:00:00+02:00,207.56,2021-10-27 17:00:00+02:00
2021-10-27 18:00:00+02:00,235.27,2021-10-27 18:00:00+02:00
2021-10-27 19:00:00+02:00,240.15,2021-10-27 19:00:00+02:00
2021-10-27 20:00:00+02:00,222.34,2021-10-27 20:00:00+02:00
2021-10-27 21:00:00+02:00,168.0,2021-10-27 21:00:00+02:00
2021-10-27 22:00:00+02:00,175.8,2021-10-27 22:00:00+02:00
2021-10-27 23:00:00+02:00,199.9,2021-10-27 23:00:00+02:00
2021-10-28 00:00:00+02:00,193.0,2021-10-28 00:00:00+02:00
2021-10-28 01:00:00+02:00,164.9,2021-10-28 01:00:00+02:00
2021-10-28 02:00:00+02:00,164.9,2021-10-28 02:00:00+02:00
2021-10-28 03:00:00+02:00,134.9,2021-10-28 03:00:00+02:00
2021-10-28 04:00:00+02:00,131.7,2021-10-28 04:00:00+02:00
2021-10-28 05:00:00+02:00,161.22,2021-10-28 05:00:00+02:00
2021-10-28 06:00:00+02:00,180.0,2021-10-28 06:00:00+02:00
2021-10-28 07:00:00+02:00,225.02,2021-10-28 07:00:00+02:00
2021-10-28 08:00:00+02:00,250.34,2021-10-28 08:00:00+02:00
2021-10-28 09:00:00+02:00,209.51,2021-10-28 09:00:00+02:00
2021-10-28 10:00:00+02:00,175.11,2021-10-28 10:00:00+02:00
2021-10-28 11:00:00+02:00,149.92,2021-10-28 11:00:00+02:00
2021-10-28 12:00:00+02:00,128.01,2021-10-28 12:00:00+02:00
2021-10-28 13:00:00+02:00,112.0,2021-10-28 13:00:00+02:00
2021-10-28 14:00:00+02:00,113.01,2021-10-28 14:00:00+02:00
2021-10-28 15:00:00+02:00,140.0,2021-10-28 15:00:00+02:00
2021-10-28 16:00:00+02:00,173.05,2021-10-28 16:00:00+02:00
2021-10-28 17:00:00+02:00,198.93,2021-10-28 17:00:00+02:00
2021-10-28 18:00:00+02:00,220.69,2021-10-28 18:00:00+02:00
2021-10-28 19:00:00+02:00,249.36,2021-10-28 19:00:00+02:00
2021-10-28 20:00:00+02:00,179.97,2021-10-28 20:00:00+02:00
2021-10-28 21:00:00+02:00,166.0,2021-10-28 21:00:00+02:00
2021-10-28 22:00:00+02:00,163.0,2021-10-28 22:00:00+02:00
2021-10-28 23:00:00+02:00,149.9,2021-10-28 23:00:00+02:00
2021-10-29 00:00:00+02:00,103.56,2021-10-29 00:00:00+02:00
2021-10-29 01:00:00+02:00,83.99,2021-10-29 01:00:00+02:00
2021-10-29 02:00:00+02:00,78.35,2021-10-29 02:00:00+02:00
2021-10-29 03:00:00+02:00,69.41,2021-10-29 03:00:00+02:00
2021-10-29 04:00:00+02:00,74.11,2021-10-29 04:00:00+02:00
2021-10-29 05:00:00+02:00,91.2,2021-10-29 05:00:00+02:00
2021-10-29 06:00:00+02:00,132.65,2021-10-29 06:00:00+02:00
2021-10-29 07:00:00+02:00,191.68,2021-10-29 07:00:00+02:00
2021-10-29 08:00:00+02:00,199.36,2021-10-29 08:00:00+02:00
2021-10-29 09:00:00+02:00,211.13,2021-10-29 09:00:00+02:00
2021-10-29 10:00:00+02:00,150.21,2021-10-29 10:00:00+02:00
2021-10-29 11:00:00+02:00,108.38,2021-10-29 11:00:00+02:00
2021-10-29 12:00:00+02:00,95.46,2021-10-29 12:00:00+02:00
2021-10-29 13:00:00+02:00,82.04,2021-10-29 13:00:00+02:00
2021-10-29 14:00:00+02:00,89.9,2021-10-29 14:00:00+02:00
2021-10-29 15:00:00+02:00,101.05,2021-10-29 15:00:00+02:00
2021-10-29 16:00:00+02:00,137.9,2021-10-29 16:00:00+02:00
2021-10-29 17:00:00+02:00,190.0,2021-10-29 17:00:00+02:00
2021-10-29 18:00:00+02:00,218.81,2021-10-29 18:00:00+02:00
2021-10-29 19:00:00+02:00,225.1,2021-10-29 19:00:00+02:00
2021-10-29 20:00:00+02:00,206.0,2021-10-29 20:00:00+02:00
2021-10-29 21:00:00+02:00,202.0,2021-10-29 21:00:00+02:00
2021-10-29 22:00:00+02:00,193.0,2021-10-29 22:00:00+02:00
2021-10-29 23:00:00+02:00,181.0,2021-10-29 23:00:00+02:00
2021-10-30 00:00:00+02:00,112.47,2021-10-30 00:00:00+02:00
2021-10-30 01:00:00+02:00,95.61,2021-10-30 01:00:00+02:00
2021-10-30 02:00:00+02:00,76.04,2021-10-30 02:00:00+02:00
2021-10-30 03:00:00+02:00,70.08,2021-10-30 03:00:00+02:00
2021-10-30 04:00:00+02:00,70.41,2021-10-30 04:00:00+02:00
2021-10-30 05:00:00+02:00,77.5,2021-10-30 05:00:00+02:00
2021-10-30 06:00:00+02:00,81.3,2021-10-30 06:00:00+02:00
2021-10-30 07:00:00+02:00,94.06,2021-10-30 07:00:00+02:00
2021-10-30 08:00:00+02:00,117.65,2021-10-30 08:00:00+02:00
2021-10-30 09:00:00+02:00,194.6,2021-10-30 09:00:00+02:00
2021-10-30 10:00:00+02:00,200.6,2021-10-30 10:00:00+02:00
2021-10-30 11:00:00+02:00,194.9,2021-10-30 11:00:00+02:00
2021-10-30 12:00:00+02:00,177.75,2021-10-30 12:00:00+02:00
2021-10-30 13:00:00+02:00,151.61,2021-10-30 13:00:00+02:00
2021-10-30 14:00:00+02:00,130.59,2021-10-30 14:00:00+02:00
2021-10-30 15:00:00+02:00,111.49,2021-10-30 15:00:00+02:00
2021-10-30 16:00:00+02:00,133.46,2021-10-30 16:00:00+02:00
2021-10-30 17:00:00+02:00,188.5,2021-10-30 17:00:00+02:00
2021-10-30 18:00:00+02:00,200.1,2021-10-30 18:00:00+02:00
2021-10-30 19:00:00+02:00,240.0,2021-10-30 19:00:00+02:00
2021-10-30 20:00:00+02:00,195.0,2021-10-30 20:00:00+02:00
2021-10-30 21:00:00+02:00,152.43,2021-10-30 21:00:00+02:00
2021-10-30 22:00:00+02:00,189.94,2021-10-30 22:00:00+02:00
2021-10-30 23:00:00+02:00,180.3,2021-10-30 23:00:00+02:00
2021-10-31 00:00:00+02:00,129.62,2021-10-31 00:00:00+02:00
2021-10-31 01:00:00+02:00,114.14,2021-10-31 01:00:00+02:00
2021-10-31 02:00:00+02:00,80.04,2021-10-31 02:00:00+02:00
2021-10-31 02:00:00+01:00,68.61,2021-10-31 02:00:00+01:00
2021-10-31 03:00:00+01:00,57.11,2021-10-31 03:00:00+01:00
2021-10-31 04:00:00+01:00,58.65,2021-10-31 04:00:00+01:00
2021-10-31 05:00:00+01:00,53.61,2021-10-31 05:00:00+01:00
2021-10-31 06:00:00+01:00,54.73,2021-10-31 06:00:00+01:00
2021-10-31 07:00:00+01:00,60.24,2021-10-31 07:00:00+01:00
2021-10-31 08:00:00+01:00,61.09,2021-10-31 08:00:00+01:00
2021-10-31 09:00:00+01:00,71.71,2021-10-31 09:00:00+01:00
2021-10-31 10:00:00+01:00,64.99,2021-10-31 10:00:00+01:00
2021-10-31 11:00:00+01:00,64.91,2021-10-31 11:00:00+01:00
